id_esp;componente_biologico;especie;subsp_var;sinonimo;genero;familia;orden;clase;phylum_division;reino;nombre_comun;nombre_ingles;habito_crecimiento;ds_004_2014_minagri;ds_043_2006_ag;uicn_2020_3;cites_2019;endemismo;migracion;Columna1;Columna2
187;Artropofauna;Lycosidae N.D.;;;Lycosidae N.D.;Lycosidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
188;Artropofauna;Lygaeidae N.D.;;;Lygaeidae N.D.;Lygaeidae;Hemiptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
189;Artropofauna;Lygaeidae sp.;;;Lygaeidae N.D.;Lygaeidae;Hemiptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
190;Artropofauna;Machilidae N.D.;;;Machilidae N.D.;Machilidae;Archaeognatha;Insecta;Arthropoda;Animalia;;;;;;;;;;;
191;Artropofauna;Maindronia neotropicalis;;;Maindronia;Maindroniidae;Zygentoma;Insecta;Arthropoda;Animalia;;;;;;;;;;;
192;Artropofauna;Megachilidae N.D.;;;Megachilidae N.D.;Megachilidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
193;Artropofauna;Megacyclops sp.1;;;Megacyclops;Cyclopidae;Cyclopoida;Maxillopoda;Arthropoda;Animalia;;;;;;;;;;;
194;Artropofauna;Melaphorus sp.1;;;Melaphorus;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
195;Artropofauna;Melaphorus sp.2;;;Melaphorus;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
196;Artropofauna;Mesocyclops sp.1;;Mesocyclops sp1;Mesocyclops;Cyclopidae;Cyclopoida;Maxillopoda;Arthropoda;Animalia;;;;;;;;;;;
197;Artropofauna;Mesostigmata N.D.;;;Mesostigmata N.D.;Mesostigmata N.D.;Mesostigmata;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
198;Artropofauna;Metepeira sp.1;;;Metepeira;Araneidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
199;Artropofauna;Mimodromius sp.1;;;Mimodromius;Carabidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
200;Artropofauna;Miridae N.D.;;;Miridae N.D.;Miridae;Hemiptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
201;Artropofauna;Misumena sp.1;;;Misumena;Thomisidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
202;Artropofauna;Misumenops sp.1;;;Misumenops;Thomisidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
203;Artropofauna;Monomorium aff. pharaonis;;;Monomorium;Formicidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
204;Artropofauna;Mummucia sp.1;;;Mummucia;Mummuciidae;Solifugae;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
205;Artropofauna;Musca domestica;;;Musca;Muscidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
206;Artropofauna;Muscidae N.D.;;;Muscidae N.D.;Muscidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
207;Artropofauna;Muscidae sp.;;;Muscidae N.D.;Muscidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
208;Artropofauna;Mutillidae N.D.;;;Mutillidae N.D.;Mutillidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
209;Artropofauna;Mutillidae sp.1;;;Mutillidae N.D.;Mutillidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
210;Artropofauna;Mutillidae sp.2;;;Mutillidae N.D.;Mutillidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
211;Artropofauna;Mycetophilidae N.D.;;;Mycetophilidae N.D.;Mycetophilidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
212;Artropofauna;Mycetophilidae sp.;;;Mycetophilidae N.D.;Mycetophilidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
213;Artropofauna;Nabis sp.1;;;Nabis;Nabidae;Hemiptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
214;Artropofauna;Narsodes sp.1;;;Narsodes;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
215;Artropofauna;Naupactus sp.1;;;Naupactus;Curculionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
216;Artropofauna;Nitidulidae N.D;;;Nitidulidae N.D;Nitidulidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
217;Artropofauna;Noctuidae N.D.;;;Noctuidae N.D.;Noctuidae;Lepidoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
218;Artropofauna;Notiobia peruviana;;;Notiobia;Carabidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
219;Artropofauna;Nylanderia sp.1;;;Nylanderia;Formicidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
220;Artropofauna;Nysius sp.1;;;Nysius;Lygaeidae;Hemiptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
221;Artropofauna;Ochyroceratidae N.D.;;;Ochyroceratidae N.D.;Ochyroceratidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
222;Artropofauna;Ocyptamus sp.1;;;Ocyptamus;Syrphidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
223;Artropofauna;Oecophoridae N.D.;;;Oecophoridae N.D.;Oecophoridae;Lepidoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
224;Artropofauna;Oniscus sp.1;;;Oniscus;Oniscidae;Isopoda;Malacostraca;Arthropoda;Animalia;;;;;;;;;;;
225;Artropofauna;Oonopidae N.D.;;;Oonopidae N.D.;Oonopidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
226;Artropofauna;Orobothriurus paessleri;;;Orobothriurus;Bothriuridae;Scorpiones;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
227;Artropofauna;Orobothriurus quewerukana;;;Orobothriurus;Bothriuridae;Scorpiones;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
228;Artropofauna;Otitidae N.D.;;;Otitidae N.D.;Otitidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
229;Artropofauna;Pachodynerus peruensis;;;Pachodynerus;Vespidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
230;Artropofauna;Pantala flavescens;;;Pantala;Libellulidae;Odonata;Insecta;Arthropoda;Animalia;;;;;;;;;;;
231;Artropofauna;Paralucilia sp.1;;;Paralucilia;Calliphoridae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
232;Artropofauna;Parochodaeus bituberculatus;;;Parochodaeus;Ochodaeidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
233;Artropofauna;Pentatomidae N.D.;;;Pentatomidae N.D.;Pentatomidae;Hemiptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
234;Artropofauna;Pepsis peruana;;;Pepsis;Sphecidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
235;Artropofauna;Perilampidae N.D.;;;Perilampidae N.D.;Perilampidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
236;Artropofauna;Phalacridae N.D.;;;Phalacridae N.D.;Phalacridae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
237;Artropofauna;Pheidole chilensis;;;Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
238;Artropofauna;Pheidole sp.;;;Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
239;Artropofauna;Philorea aff. escomeli;;;Philorea;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
240;Artropofauna;Philorea aracniformes;;;Philorea;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
241;Artropofauna;Philorea sp.;;;Philorea;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
242;Artropofauna;Philorea sp.1;;;Philorea;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
243;Artropofauna;Phoebis argante chincha;;;Phoebis;Pieridae;Lepidoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
244;Artropofauna;Pholcidae N.D.;;;Pholcidae N.D.;Pholcidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
245;Artropofauna;Phoridae N.D.;;;Phoridae N.D.;Phoridae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
246;Artropofauna;Phoridae sp.;;;Phoridae N.D.;Phoridae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
247;Artropofauna;Phylloxeridae N.D.;;;Phylloxeridae N.D.;Phylloxeridae;Hemiptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
248;Artropofauna;Pilobalia sp.;;;Pilobalia;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
249;Artropofauna;Pisauridae N.D.;;;Pisauridae N.D.;Pisauridae;Araneae;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
250;Artropofauna;Platygasteridae N.D.;;;Platygasteridae N.D.;Platygastridae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
251;Artropofauna;Platygastridae N.D.;;;Platygastridae N.D.;Platygastridae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
252;Artropofauna;Platynini N.D.;;;Platynini;Carabidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
253;Artropofauna;Plectonema sp.1;;;Plectonema;Scytonemaceae;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
254;Artropofauna;Plumariidae N.D.;;;Plumariidae N.D.;Plumariidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
255;Artropofauna;Polistes weyrauchorum;;;Polistes;Vespidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
256;Artropofauna;Pompilidae N.D.;;;Pompilidae N.D.;Pompilidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
257;Artropofauna;Praocis (Filotarsus ) sp.1;;Praocis (Filotarsus ) sp. 01;Praocis;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
258;Artropofauna;Praocis (Filotarsus ) sp.2;;Praocis (Filotarsus ) sp. 02;Praocis;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
259;Artropofauna;Proscopiidae N.D.;;;Proscopiidae N.D.;Proscopiidae;Orthoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
260;Artropofauna;Psammetichus gracilis;;;Psammetichus;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
261;Artropofauna;Psammetichus sp.1;;;Psammetichus;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
262;Artropofauna;Psectrascelis sp.;;;Psectrascelis;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
263;Artropofauna;Psectrascelis sp.1;;;Psectrascelis;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
264;Artropofauna;Pselaphinae N.D.;;;Pselaphinae N.D.;Staphylinidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
265;Artropofauna;Pseudocleobis aff. andinus;;;Pseudocleobis;Ammotrechidae;Solifugae;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
266;Artropofauna;Pseudomeloe andensis;;;Pseudomeloe;Meloidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
267;Artropofauna;Pseudomeloe sp.;;;Pseudomeloe;Meloidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
268;Artropofauna;Psocoptera N.D.;;;Psocoptera N.D.;Psocoptera N.D.;Psocoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
269;Artropofauna;Psyllidae N.D.;;;Psyllidae N.D.;Psyllidae;Hemiptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
270;Artropofauna;Psyllidae sp.;;;Psyllidae N.D.;Psyllidae;Hemiptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
271;Artropofauna;Pteromalidae N.D.;;;Pteromalidae N.D.;Pteromalidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
272;Artropofauna;Pyralidae N.D.;;;Pyralidae N.D.;Pyralidae;Lepidoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
273;Artropofauna;Pyrgus chloe;;;Pyrgus;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
274;Artropofauna;Pyrgus fides;;;Pyrgus;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
275;Artropofauna;Rhagoletis psalida;;;Rhagoletis;Tephritidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
276;Artropofauna;Rhinophoridae N.D.;;;Rhinophoridae N.D.;Rhinophoridae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
277;Artropofauna;Saldidae N.D.;;;Saldidae N.D.;Saldidae;Hemiptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
278;Artropofauna;Salticidae N.D.;;;Salticidae N.D.;Salticidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
279;Artropofauna;Sandalus sp.1;;;Sandalus;Rhipiceridae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
280;Artropofauna;Sarcophagidae N.D.;;;Sarcophagidae N.D.;Sarcophagidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
281;Artropofauna;Sceliphron caementarium;;;Sceliphron;Sphecidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
282;Artropofauna;Schistocerca interrita;;;Schistocerca;Acrididae;Orthoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
283;Artropofauna;Sciara sp.1;;;Sciara;Sciaridae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
284;Artropofauna;Sciaridae N.D.;;;Sciaridae N.D.;Sciaridae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
285;Artropofauna;Scolia sp.1;;;Scolia;Scoliidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
286;Artropofauna;Scoliidae N.D.;;;Scoliidae N.D.;Scoliidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
287;Artropofauna;Scolopendridae N.D.;;;Scolopendridae N.D.;Scolopendridae;Scolopendromorpha;Chilopoda;Arthropoda;Animalia;;;;;;;;;;;
288;Artropofauna;Scolopendromorpha N.D.;;;Scolopendromorpha N.D.;Scolopendromorpha N.D.;Scolopendromorpha;Chilopoda;Arthropoda;Animalia;;;;;;;;;;;
289;Artropofauna;Scolytinae N.D.;;;Scolytinae N.D.;Curculionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
290;Artropofauna;Scorpiones N.D.;;;Scorpiones N.D.;Scorpiones N.D.;Scorpiones;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
291;Artropofauna;Scotobius N.D.;;;Scotobius;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
292;Artropofauna;Scotobius sp.1;;;Scotobius;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
293;Artropofauna;Sicariidae N.D.;;;Sicariidae N.D.;Sicariidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
294;Artropofauna;Sicariidae sp.1;;;Sicariidae N.D.;Sicariidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
295;Artropofauna;Simuliidae N.D;;Pedrowogmyia sp. / Simuliidae indet.;Simuliidae N.D.;Simuliidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
297;Artropofauna;Simuliidae sp.;;;Simuliidae N.D.;Simuliidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
298;Artropofauna;Solenopsis gayi;;;Solenopsis;Formicidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
299;Artropofauna;Solenopsis saevissima;;;Solenopsis;Formicidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
300;Artropofauna;Solifugae N.D.;;;Solifugae N.D.;Solifugae N.D.;Solifugae;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
301;Artropofauna;Sphaeroceridae N.D.;;;Sphaeroceridae N.D.;Sphaeroceridae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
302;Artropofauna;Sphecidae N.D.;;;Sphecidae N.D.;Sphecidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
303;Artropofauna;Sphex peruanus;;;Sphex;Sphecidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
304;Artropofauna;Spirobolida N.D.;;;Spirobolida N.D.;Spirobolida N.D.;Spirobolida;Diplopoda;Arthropoda;Animalia;;;;;;;;;;;
305;Artropofauna;Staphylinidae N.D.;;Staphylinidae N.D.;Staphylinidae N.D.;Staphilinidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
306;Artropofauna;Steatoda sp.1;;;Steatoda;Theridiidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
307;Artropofauna;Stenodynerus sp.1;;;Stenodynerus;Vespidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
308;Artropofauna;Strymon daraba;;;Strymon;Lycaenidae;Lepidoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
309;Artropofauna;Symphypleona N.D;;;Symphypleona N.D;Symphypleona N.D;Symphypleona N.D;Collembola;Arthropoda;Animalia;;;;;;;;;;;
310;Artropofauna;Syrphidae N.D.;;;Syrphidae N.D.;Syrphidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
311;Artropofauna;Syrphus sp.1;;;Syrphus;Syrphidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
312;Artropofauna;Tabanidae N.D.;;;Tabanidae N.D.;Tabanidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
313;Artropofauna;Tachinidae N.D.;;;Tachinidae N.D.;Tachinidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
314;Artropofauna;Tachinidae sp.;;;Tachinidae N.D.;Tachinidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
315;Artropofauna;Tatochila autodice;;;Tatochila;Pieridae;Lepidoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
316;Artropofauna;Tatochila mercedis;;;Tatochila;Pieridae;Lepidoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
317;Artropofauna;Tenebrionidae N.D.;;;Tenebrionidae N.D.;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
318;Artropofauna;Tephritidae N.D.;;;Tephritidae N.D.;Tephritidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
319;Artropofauna;Teriocolias zelia andina;;;Teriocolias;Pieridae;Lepidoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
320;Artropofauna;Tethinidae N.D.;;;Tethinidae N.D.;Tethinidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
321;Artropofauna;Tetragnathidae N.D.;;;Tetragnathidae N.D.;Tetragnathidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
322;Artropofauna;Tetragonoderus sp.1;;;Tetragonoderus;Carabidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
323;Artropofauna;Tetranychus sp.1;;;Tetranychus;Trombidiformes N.D.;Trombidiformes;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
324;Artropofauna;Thaeides muela;;;Thaeides;Lycaenidae;Lepidoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
325;Artropofauna;Theraphosidae N.D.;;;Theraphosidae N.D.;Theraphosidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
326;Artropofauna;Theridiidae N.D.;;Theridiidae 01;Theridiidae N.D.;Theridiidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
327;Artropofauna;Theridiosomatidae N.D.;;;Theridiosomatidae N.D.;Theridiosomatidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
328;Artropofauna;Thomisidae N.D.;;;Thomisidae N.D.;Thomisidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
329;Artropofauna;Thripidae N.D.;;;Thripidae N.D.;Thripidae;Thysanoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
330;Artropofauna;Thyanta rubicunda;;;Thyanta;Pentatomidae;Hemiptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
331;Artropofauna;Thygater sp.1;;;Thygater;Apidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
332;Artropofauna;Thysanoptera N.D.;;;Thysanoptera N.D.;Thysanoptera N.D.;Thysanoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
333;Artropofauna;Tiphiidae N.D.;;;Tiphiidae N.D.;Tiphiidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
334;Artropofauna;Tipulidae N.D.;;;Tipulidae N.D.;Tipulidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
335;Artropofauna;Tomarus maimon;;;Tomarus;Scarabaeidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
336;Artropofauna;Torymidae N.D.;;;Torymidae N.D.;Torymidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
337;Artropofauna;Trachysphyrus sp.1;;;Trachysphyrus;Ichneumonidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
338;Artropofauna;Trichoptera N.D.;;;Trichoptera N.D.;Trichoptera N.D.;Trichoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
339;Artropofauna;Trimerotropis ochraceipennis;;;Trimerotropis;Acrididae;Orthoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
340;Artropofauna;Trirammatus sp.1;;;Trirammatus;Carabidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
341;Artropofauna;Trombicula sp.1;;;Trombicula;Trombiculidae;Trombidiformes;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
342;Artropofauna;Trombiculidae N.D.;;;Trombiculidae N.D.;Trombiculidae;Trombidiformes;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
343;Artropofauna;Tylos sp.;;;Tylos;Tylidae;Isopoda;Malacostraca;Arthropoda;Animalia;;;;;;;;;;;
344;Artropofauna;Ulidiidae N.D.;;;Ulidiidae N.D.;Ulidiidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
345;Artropofauna;Urbanus proteus;;;Urbanus;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
346;Artropofauna;Vanessa carye;;;Vanessa;Nymphalidae;Lepidoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
347;Artropofauna;Vermileonidae N.D.;;;Vermileonidae N.D.;Vermileonidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
348;Artropofauna;Vespidae N.D.;;;Vespidae N.D.;Vespidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
349;Artropofauna;Volucella sp.1;;;Volucella;Syrphidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
350;Artropofauna;Xylocopa splendidula;;;Xylocopa;Apidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
351;Fitoplancton;Achnanthes;;;Achnanthes;Achnanthaceae;Achnanthales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
352;Fitoplancton;Achnanthes delicatula;;;Achnanthes;Achnanthaceae;Achnanthales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
353;Fitoplancton;Achnanthes inflata;;;Achnanthes;Achnanthaceae;Achnanthales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
354;Fitoplancton;Achnanthes lanceolata;;;Achnanthes;Achnanthaceae;Achnanthales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
355;Fitoplancton;Achnanthes longipes;;;Achnanthes;Achnanthaceae;Achnanthales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
356;Fitoplancton;Achnanthes microcephala;;;Achnanthes;Achnanthaceae;Achnanthales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
357;Fitoplancton;Achnanthes minutissima;;;Achnanthes;Achnanthaceae;Achnanthales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
358;Fitoplancton;Achnanthes sp.;;Achnanthes;Achnanthes;Achnanthaceae;Achnanthales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
359;Fitoplancton;Achnanthes sp.1;;Achnanthes;Achnanthes;Achnanthaceae;Achnanthales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
360;Fitoplancton;Achnanthes sp.2;;;Achnanthes;Achnanthaceae;Achnanthales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
361;Fitoplancton;Achnanthes sp.3;;;Achnanthes;Achnanthaceae;Achnanthales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
362;Fitoplancton;Achnanthidium sp.;;;Achnanthidium;Achnanthidiaceae;Achnanthales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
363;Fitoplancton;Achnanthidium sp.1;;;Achnanthidium;Achnanthidiaceae;Achnanthales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
364;Fitoplancton;Actinastrum sp.;;;Actinastrum;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
365;Fitoplancton;Actinocyclus senarius;;;Actinocyclus;Hemidiscaceae;Coscinodiscales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
366;Fitoplancton;Actinocyclus sp.;;;Actinocyclus;Hemidiscaceae;Coscinodiscales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
367;Fitoplancton;Acutodesmus sp.;;;Acutodesmus;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
368;Fitoplancton;Acutodesmus sp.1;;;Acutodesmus;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
369;Fitoplancton;Akashiwo sanguinea;;;Akashiwo;Gymnodiniaceae;Gymnodiniales;Dinophyceae;Pyrrophycophyta;Chromista;;;;;;;;;;;
370;Fitoplancton;Alexandrium minutum;;;Alexandrium;Goniodomataceae;Gonyaulacales;Dinophyceae;Pyrrophycophyta;Chromista;;;;;;;;;;;
371;Fitoplancton;Algas cocales;;;Algas;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
